(15159, 0)
(10243, 0)
(14123, 0)
(14419, 0)
(18487, 0)
(22779, 0)
(10115, 0)
(18051, 0)
(4515, 0)
(15455, 0)
(8851, 0)
(22691, 0)
(19215, 0)
(5175, 0)
(21699, 0)
(17379, 0)
(9755, 0)
(24163, 0)
(12691, 0)
(23099, 0)
(15799, 0)
(25271, 0)
(6895, 0)
(20303, 0)
(22415, 0)
(6427, 0)
(811, 0)
(15123, 0)
(16083, 0)
(2127, 0)
(13847, 0)
(17207, 0)
(20207, 0)
(17559, 0)
(10791, 0)
(10919, 0)
(25931, 0)
(7007, 0)
(23107, 0)
(23939, 0)
(18375, 0)
(8335, 0)
(20787, 0)
(6355, 0)
(8279, 0)
(21191, 0)
(21663, 0)
(16543, 0)
(16563, 0)
(8887, 0)
(491, 0)
(17039, 0)
(3547, 0)
(14707, 0)
(10615, 0)
(3099, 0)
(639, 0)
(1727, 0)
(15415, 0)
(17075, 0)
(16331, 0)
(17843, 0)
(11447, 0)
(7383, 0)
(20683, 0)
(25419, 0)
(21771, 0)
(10467, 0)
(13175, 0)
(14371, 0)
(17443, 0)
(4383, 0)
(18003, 0)
(12135, 0)
(6863, 0)
(24371, 0)
(12107, 0)
(14967, 0)
(11275, 0)
(23351, 0)
(23943, 0)
(16123, 0)
(1403, 0)
(8503, 0)
(18719, 0)
(18867, 0)
(22119, 0)
(24431, 0)
(16675, 0)
(13859, 0)
(16091, 0)
(10355, 0)
(25783, 0)
(7899, 0)
(8231, 0)
(13635, 0)
(22555, 0)
(23503, 0)
(12739, 0)
(1711, 0)
(16931, 0)
(21491, 0)
(135, 0)
(21847, 0)
(215, 0)
(351, 0)
(3939, 0)
(17751, 0)
(18095, 0)
(18143, 0)
(18943, 0)
(5835, 0)
(6219, 0)
(25215, 0)
(22899, 0)
(10235, 0)
(22483, 0)
(22275, 0)
(16159, 0)
(6075, 0)
(14499, 0)
(2607, 0)
(5059, 0)
(379, 0)
(16607, 0)
(18171, 0)
(19219, 0)
(21823, 0)
(10435, 0)
(20307, 0)
(24451, 0)
(25435, 0)
(25827, 0)
(19903, 0)
(24559, 0)
(12155, 0)
(23855, 0)
(21635, 0)
(23175, 0)
(6023, 0)
(10055, 0)
(4727, 0)
(15559, 0)
(14627, 0)
(17991, 0)
(3875, 0)
(3651, 0)
(6891, 0)
(4983, 0)
(24183, 0)
(14051, 0)
(8579, 0)
(5355, 0)
(21543, 0)
(25863, 0)
(1595, 0)
(6179, 0)
(12491, 0)
(24503, 0)
(2119, 0)
(11919, 0)
(5287, 0)
(14807, 0)
(24955, 0)
(10555, 0)
(11591, 0)
(4583, 0)
(11891, 0)
(20879, 0)
(20215, 0)
(7895, 0)
(5503, 0)
(5843, 0)
(6527, 0)
(11811, 0)
(10211, 0)
(8719, 0)
(18511, 0)
(4775, 0)
(9483, 0)
(12599, 0)
