(3466, 0)
(5346, 0)
(16470, 0)
(17822, 0)
(10822, 0)
(16258, 0)
(21194, 0)
(2710, 0)
(10794, 0)
(7050, 0)
(4846, 0)
(6610, 0)
(11082, 0)
(17330, 0)
(23382, 0)
(8862, 0)
(8254, 0)
(16778, 0)
(8978, 0)
(15170, 0)
(7510, 0)
(2654, 0)
(10130, 0)
(17394, 0)
(18866, 0)
(4870, 0)
(8282, 0)
(22046, 0)
(8302, 0)
(17778, 0)
(6858, 0)
(15366, 0)
(11102, 0)
(25758, 0)
(7442, 0)
(15770, 0)
(16994, 0)
(17162, 0)
(19974, 0)
(4046, 0)
(21806, 0)
(12334, 0)
(7042, 0)
(10762, 0)
(19206, 0)
(1310, 0)
(23186, 0)
(9710, 0)
(26038, 0)
(2042, 0)
(20014, 0)
(6494, 0)
(7194, 0)
(23066, 0)
(238, 0)
(1818, 0)
(17082, 0)
(14818, 0)
(214, 0)
(10590, 0)
(2190, 0)
(10358, 0)
(12074, 0)
(4254, 0)
(2558, 0)
(15538, 0)
(21910, 0)
(22082, 0)
(16834, 0)
(570, 0)
(26190, 0)
(14690, 0)
(4550, 0)
(13142, 0)
(24330, 0)
(15666, 0)
(78, 0)
(24122, 0)
(6934, 0)
(5934, 0)
(15066, 0)
(7542, 0)
(7350, 0)
(14638, 0)
(11566, 0)
(13282, 0)
(4766, 0)
(3310, 0)
(22778, 0)
(17754, 0)
(25674, 0)
(3430, 0)
(23986, 0)
(15846, 0)
(2054, 0)
(21158, 0)
(17038, 0)
(10134, 0)
(25934, 0)
(22254, 0)
(21754, 0)
(12498, 0)
(2870, 0)
(10458, 0)
(5674, 0)
(6726, 0)
(16414, 0)
(8378, 0)
(12842, 0)
(1074, 0)
(1858, 0)
(14542, 0)
(25158, 0)
(13174, 0)
(20230, 0)
(2926, 0)
(14698, 0)
(11902, 0)
(23870, 0)
(9450, 0)
(21530, 0)
(22074, 0)
(6094, 0)
(8774, 0)
(25902, 0)
(1194, 0)
(21858, 0)
(24270, 0)
(11638, 0)
(302, 0)
(11490, 0)
(13970, 0)
(19462, 0)
(5546, 0)
(25662, 0)
(14346, 0)
(16230, 0)
(20702, 0)
(70, 0)
(4798, 0)
(9094, 0)
(9082, 0)
(25006, 0)
(22530, 0)
(23866, 0)
(21206, 0)
(16770, 0)
(4382, 0)
(7586, 0)
(20478, 0)
(23038, 0)
(24942, 0)
(21646, 0)
(26098, 0)
(10246, 0)
(7774, 0)
(13834, 0)
(6030, 0)
(5266, 0)
(22366, 0)
(22242, 0)
(25250, 0)
(15082, 0)
(9066, 0)
(5194, 0)
(1254, 0)
(3890, 0)
(15306, 0)
(22246, 0)
(14562, 0)
(23134, 0)
(5230, 0)
(17266, 0)
(11442, 0)
(20886, 0)
(15718, 0)
(3730, 0)
(3006, 0)
(2326, 0)
(2770, 0)
(11806, 0)
(6266, 0)
(17414, 0)
(13702, 0)
(17874, 0)
(17746, 0)
(3630, 0)
(5738, 0)
(12042, 0)
(1490, 0)
(19358, 0)
(4638, 0)
(8666, 0)
(22574, 0)
(9482, 0)
(24970, 0)
(12614, 0)
(19146, 0)
(24594, 0)
(23558, 0)
(19022, 0)
(24614, 0)
(12110, 0)
(9994, 0)
(178, 0)
(3174, 0)
(14886, 0)
(11426, 0)
(294, 0)
(8626, 0)
(6706, 0)
(2118, 0)
(8134, 0)
(12938, 0)
(17990, 0)
(21718, 0)
(4822, 0)
(4186, 0)
(16266, 0)
(1822, 0)
(6838, 0)
(19018, 0)
(15614, 0)
(20122, 0)
(14282, 0)
(5302, 0)
(7154, 0)
(17122, 0)
(1346, 0)
(1050, 0)
(19078, 0)
(8678, 0)
(12874, 0)
(1154, 0)
(12930, 0)
(19162, 0)
(25286, 0)
(25034, 0)
(22790, 0)
(15194, 0)
(9974, 0)
(24110, 0)
(22826, 0)
(11626, 0)
(18250, 0)
(598, 0)
(12758, 0)
(25582, 0)
(4650, 0)
(6806, 0)
(23394, 0)
(2490, 0)
(5134, 0)
(1498, 0)
(20526, 0)
(16234, 0)
(23786, 0)
(21450, 0)
(25534, 0)
(25486, 0)
(13498, 0)
(25086, 0)
(2762, 0)
(22378, 0)
(2350, 0)
(25698, 0)
(21658, 0)
(12302, 0)
(16694, 0)
(1914, 0)
(12070, 0)
(12654, 0)
(1350, 0)
(5246, 0)
(8742, 0)
(11746, 0)
(20850, 0)
(20806, 0)
(15258, 0)
(16906, 0)
(14430, 0)
(10406, 0)
(16674, 0)
(23470, 0)
(25378, 0)
(6390, 0)
(11522, 0)
(17950, 0)
(9634, 0)
(8530, 0)
(26170, 0)
(6154, 0)
(9306, 0)
(7450, 0)
(18286, 0)
(10990, 0)
(22190, 0)
(17750, 0)
(14606, 0)
(25850, 0)
(18894, 0)
(5862, 0)
(19642, 0)
(13190, 0)
(5542, 0)
(17626, 0)
(482, 0)
(26194, 0)
(1386, 0)
(7246, 0)
(24002, 0)
(4102, 0)
(5606, 0)
(8710, 0)
(350, 0)
(3034, 0)
(19686, 0)
(20086, 0)
(20618, 0)
(17426, 0)
(11602, 0)
(23490, 0)
(11194, 0)
(5130, 0)
(12722, 0)
(24578, 0)
(15998, 0)
(14746, 0)
(22806, 0)
(26, 0)
(12166, 0)
(21994, 0)
(12130, 0)
(25050, 0)
(1958, 0)
(6918, 0)
(23154, 0)
(22382, 0)
(11610, 0)
(9126, 0)
(18782, 0)
(4490, 0)
(3618, 0)
(21466, 0)
(8854, 0)
(20182, 0)
(23918, 0)
(16726, 0)
(16270, 0)
(12406, 0)
(25354, 0)
(11026, 0)
(20414, 0)
(7882, 0)
(5838, 0)
(12066, 0)
(7958, 0)
(25130, 0)
(9266, 0)
(11066, 0)
(10162, 0)
(9098, 0)
(62, 0)
(10966, 0)
(4458, 0)
(6878, 0)
(23614, 0)
(14834, 0)
(24250, 0)
(2666, 0)
(9630, 0)
(5570, 0)
(834, 0)
(15882, 0)
(18746, 0)
(10490, 0)
(14550, 0)
(2342, 0)
(3386, 0)
(12118, 0)
(14090, 0)
(24814, 0)
(17090, 0)
(25598, 0)
(22830, 0)
(23758, 0)
(14854, 0)
(1234, 0)
(5166, 0)
(13422, 0)
(16154, 0)
(18066, 0)
(23622, 0)
(24114, 0)
(25382, 0)
(23474, 0)
(22466, 0)
(17546, 0)
(25710, 0)
(2922, 0)
(5830, 0)
(1278, 0)
(6218, 0)
(414, 0)
(10338, 0)
(19378, 0)
(13310, 0)
(5262, 0)
(14286, 0)
(20078, 0)
(1098, 0)
(25346, 0)
(19578, 0)
(11182, 0)
(8374, 0)
(1854, 0)
(9458, 0)
(9890, 0)
(24722, 0)
(6158, 0)
(9922, 0)
(17738, 0)
(19890, 0)
(21554, 0)
(19598, 0)
(12786, 0)
(12318, 0)
(4442, 0)
(25526, 0)
(8074, 0)
(17986, 0)
(11734, 0)
(4466, 0)
(6666, 0)
(22758, 0)
(20902, 0)
(11462, 0)
(5814, 0)
(17690, 0)
(25562, 0)
(950, 0)
(20942, 0)
(3102, 0)
(12414, 0)
(18562, 0)
(14558, 0)
(23226, 0)
(17194, 0)
(20782, 0)
(23730, 0)
(574, 0)
(12286, 0)
(5510, 0)
(22018, 0)
(4146, 0)
(10926, 0)
(16594, 0)
(21798, 0)
(9962, 0)
(6354, 0)
(1838, 0)
(17306, 0)
(25234, 0)
(18314, 0)
(23298, 0)
(2506, 0)
(10682, 0)
(9946, 0)
(18182, 0)
(7126, 0)
(4138, 0)
(14662, 0)
(1674, 0)
(1186, 0)
(9314, 0)
(12742, 0)
(12798, 0)
(2950, 0)
(15166, 0)
(3990, 0)
(25402, 0)
(20554, 0)
(16022, 0)
(7010, 0)
(18586, 0)
(14970, 0)
(19222, 0)
(23714, 0)
(2474, 0)
(21650, 0)
(8298, 0)
(5626, 0)
(18946, 0)
(9862, 0)
(18030, 0)
(1378, 0)
(16162, 0)
(13346, 0)
(3922, 0)
(21614, 0)
(21386, 0)
(7726, 0)
(14870, 0)
(7926, 0)
(18370, 0)
(18218, 0)
(2526, 0)
(7650, 0)
(7802, 0)
(890, 0)
(26058, 0)
(16110, 0)
(26130, 0)
(15706, 0)
(20030, 0)
(15582, 0)
(21998, 0)
(12606, 0)
(16006, 0)
(9758, 0)
(16210, 0)
(21142, 0)
(11842, 0)
(17382, 0)
(194, 0)
(15974, 0)
(14414, 0)
(13622, 0)
(22890, 0)
(9074, 0)
(8146, 0)
(14170, 0)
(3946, 0)
(23418, 0)
(21866, 0)
(25958, 0)
(10986, 0)
(14534, 0)
(1694, 0)
(9870, 0)
(19554, 0)
(24878, 0)
